ADOB_ID;ADS_OID;ADOB_LIIK;ORIG_TUNNUS;ETAK_ID;ADS_KEHTIV;OLEK;ADR_ID;KOODAADRESS;TAISAADRESS;LAHIAADRESS;AADR_OLEK;VIITEPUNKT_X;VIITEPUNKT_Y;TASE1_KOOD;TASE1_NIMETUS;TASE1_NIMETUS_LIIGIGA;TASE2_KOOD;TASE2_NIMETUS;TASE2_NIMETUS_LIIGIGA;TASE3_KOOD;TASE3_NIMETUS;TASE3_NIMETUS_LIIGIGA;TASE4_KOOD;TASE4_NIMETUS;TASE4_NIMETUS_LIIGIGA;TASE5_KOOD;TASE5_NIMETUS;TASE5_NIMETUS_LIIGIGA;TASE6_KOOD;TASE6_NIMETUS;TASE6_NIMETUS_LIIGIGA;TASE7_KOOD;TASE7_NIMETUS;TASE7_NIMETUS_LIIGIGA;TASE8_KOOD;TASE8_NIMETUS;TASE8_NIMETUS_LIIGIGA
128405;"LP00023316";"LP";"2118866";;"19.02.2004 06:26:53";"K";114291;"377840524000004DR0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Kalda tn";"Kalda tn";"K";535534,91;6582187,89;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"04DR";"Kalda tn";"Kalda tänav";"";"";"";"";"";"";"";"";""
126421;"LP00022102";"LP";"2111567";;"19.02.2004 03:15:10";"K";117085;"377840176000003JR0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Pirni tn";"Pirni tn";"K";539662,87;6587920,47;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03JR";"Pirni tn";"Pirni tänav";"";"";"";"";"";"";"";"";""
128915;"LP00023543";"LP";"2614955";;"28.05.2004 10:09:51";"K";110719;"377840596000004EX0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Nulu tn";"Nulu tn";"K";547230,71;6591271,46;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"04EX";"Nulu tn";"Nulu tänav";"";"";"";"";"";"";"";"";""
128924;"LP00023553";"LP";"2613027";;"28.05.2004 09:52:39";"K";110982;"3778405240000061Q0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Seedri tn";"Seedri tn";"K";535636,18;6581132,71;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"061Q";"Seedri tn";"Seedri tänav";"";"";"";"";"";"";"";"";""
126203;"LP00021881";"LP";"2111010";;"19.02.2004 03:09:49";"K";108666;"377840176000003NY0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Unna tn";"Unna tn";"K";533595,81;6590258,89;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03NY";"Unna tn";"Unna tänav";"";"";"";"";"";"";"";"";""
128065;"LP00011349";"LP";"2116774";;"19.02.2004 05:33:21";"K";119051;"377840614000003V90000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Volta tn";"Volta tn";"K";541135,10;6590040,47;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"03V9";"Volta tn";"Volta tänav";"";"";"";"";"";"";"";"";""
129299;"LP00023643";"LP";"1903385";;"01.12.2003 10:31:47";"K";114345;"377840339000001JP0000000000000000";"Harju maakond, Tallinna linn, Kristiine linnaosa, Meika tn";"Meika tn";"K";541051,02;6587535,51;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0339";"Kristiine linnaosa";"Kristiine linnaosa";"";"";"";"01JP";"Meika tn";"Meika tänav";"";"";"";"";"";"";"";"";""
125240;"LP00020907";"LP";"2604668";;"23.04.2004 14:47:03";"K";106543;"377840524000001K50000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Puu tn";"Puu tn";"K";538266,57;6583235,13;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"01K5";"Puu tn";"Puu tänav";"";"";"";"";"";"";"";"";""
126284;"LP00021963";"LP";"2104699";;"19.02.2004 01:24:35";"K";111035;"377840387000003KE0000000000000000";"Harju maakond, Tallinna linn, Lasnamäe linnaosa, Killustiku tn";"Killustiku tn";"K";545198,48;6588047,05;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0387";"Lasnamäe linnaosa";"Lasnamäe linnaosa";"";"";"";"03KE";"Killustiku tn";"Killustiku tänav";"";"";"";"";"";"";"";"";""
129392;"LP00013627";"LP";"2116723";;"19.02.2004 05:32:36";"K";113000;"377840614000003PB0000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Jahu tn";"Jahu tn";"K";542103,99;6590065,19;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"03PB";"Jahu tn";"Jahu tänav";"";"";"";"";"";"";"";"";""
684695;"CU00456912";"CU";"78404:401:0350";;"07.01.1999 21:27:57";"K";368204;"3778405240000060Y00001N5H00000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Vabaduse pst 55";"Vabaduse pst 55";"K";539863,02;6582762,92;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"060Y";"Vabaduse pst";"Vabaduse puiestee";"";"";"";"1N5H";"55";"55";"";"";""
702719;"CU00474673";"CU";"78408:801:0120";;"07.01.1999 21:27:57";"K";450337;"377840614000001L3000017UK00000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Soo tn 24";"Soo tn 24";"K";541972,56;6590017,16;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"01L3";"Soo tn";"Soo tänav";"";"";"";"17UK";"24";"24";"";"";""
672085;"CU00444917";"CU";"78401:107:0060";;"07.01.1999 21:27:57";"K";249922;"377840298000001L900001F0400000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Pärnu mnt 22";"Pärnu mnt 22";"K";542292,62;6588433,43;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"01L9";"Pärnu mnt";"Pärnu maantee";"";"";"";"1F04";"22";"22";"";"";""
673651;"CU00446417";"CU";"78401:113:0080";;"07.01.1999 21:27:57";"K";446962;"377840298000005ZZ00002ZR600000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Raua tn 25";"Raua tn 25";"K";543544,10;6588978,39;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"05ZZ";"Raua tn";"Raua tänav";"";"";"";"2ZR6";"25";"25";"";"";""
